site1,part/number,site2,document/type,purchase/order/number,indication,supplier,first/qty,purchase/order/quantity,created/date,eta,total/po/qty,total/number/of/po,eta/status,final/po/qty,index/part/number
GREECE,ADB02377,GREECE,Purchase Order,CEO20493-144953,O,CAP,12,4,23-01-2025,21-02-2025,4,1,1,4,ADB023771
GREECE,ADB02387,GREECE,Purchase Order,144949,O,IBERICA,13,5,21-01-2025,26-02-2025,5,1,1,5,ADB023871
GREECE,ADB02388,GREECE,Purchase Order,CEO20493-144953,O,CAP,13,2,23-01-2025,21-02-2025,2,1,1,2,ADB023881
GREECE,ADB02389,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,22,15,08-01-2025,12-02-2025,189,3,1,15,ADB023891
GREECE,ADB02389,GREECE,Purchase Order,144908,O,ZAACO,19,108,09-12-2024,26-03-2025,189,3,2,108,ADB023892
GREECE,ADB02389,GREECE,Purchase Order,144934,O,ZAACO,61,66,06-01-2025,06-05-2025,189,3,3,66,ADB023893
GREECE,ADB02394,GREECE,Purchase Order,CEO20493-144953,O,CAP,14,1,23-01-2025,21-02-2025,1,1,1,1,ADB023941
GREECE,ADB02398,GREECE,Purchase Order,CEO20493-144953,O,CAP,15,2,23-01-2025,21-02-2025,2,1,1,2,ADB023981
GREECE,ADB02399,GREECE,Purchase Order,144677 BOIV,O,IBERICA,2,1,12-06-2024,26-02-2025,3,2,1,3,ADB023991
GREECE,ADB02399,GREECE,Purchase Order,144949,O,IBERICA,14,2,21-01-2025,26-02-2025,3,2,2,3,ADB023992
GREECE,ADB02420,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,23,14,08-01-2025,12-02-2025,14,1,1,14,ADB024201
GREECE,ADB02423,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,24,2,08-01-2025,12-02-2025,5,2,1,2,ADB024231
GREECE,ADB02423,GREECE,Purchase Order,CEO20493-144953,O,CAP,16,3,23-01-2025,21-02-2025,5,2,2,3,ADB024232
GREECE,ADB02430,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,25,9,08-01-2025,12-02-2025,9,1,1,9,ADB024301
GREECE,ADB02444,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,26,1,08-01-2025,12-02-2025,1,1,1,1,ADB024441
GREECE,ADB02446,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,27,5,08-01-2025,12-02-2025,5,1,1,5,ADB024461
GREECE,ADB02452,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,28,1,08-01-2025,12-02-2025,1,1,1,1,ADB024521
GREECE,ADB02453,GREECE,Purchase Order,144949,O,IBERICA,15,4,21-01-2025,26-02-2025,4,1,1,4,ADB024531
GREECE,ADB02456,GREECE,Purchase Order,CEO20493-144953,O,CAP,17,1,23-01-2025,21-02-2025,1,1,1,1,ADB024561
GREECE,ADB02487,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,29,1,08-01-2025,12-02-2025,55,2,1,1,ADB024871
GREECE,ADB02487,GREECE,Purchase Order,144934,O,ZAACO,160,54,06-01-2025,06-05-2025,55,2,2,54,ADB024872
GREECE,ADB0271,GREECE,Purchase Order,144877,O,ANL,73,5,18-11-2024,17-02-2025,40,2,1,5,ADB02711
GREECE,ADB0271,GREECE,Purchase Order,144877 BO,O,ANL,91,35,18-11-2024,14-03-2025,40,2,2,35,ADB02712
GREECE,ADB0274,GREECE,Purchase Order,144877,O,ANL,63,12,18-11-2024,17-02-2025,48,2,1,12,ADB02741
GREECE,ADB0274,GREECE,Purchase Order,144877 BO,O,ANL,76,36,18-11-2024,14-03-2025,48,2,2,36,ADB02742
GREECE,ADB02742,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,30,1,08-01-2025,12-02-2025,1,1,1,1,ADB027421
GREECE,ADB02761,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,31,5,08-01-2025,12-02-2025,10,2,1,5,ADB027611
GREECE,ADB02761,GREECE,Purchase Order,CEO20493-144953,O,CAP,18,5,23-01-2025,21-02-2025,10,2,2,5,ADB027612
GREECE,ADB02764,GREECE,Purchase Order,CEO20493-144953,O,CAP,19,2,23-01-2025,21-02-2025,2,1,1,2,ADB027641
GREECE,ADB02765,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,32,1,08-01-2025,12-02-2025,1,1,1,1,ADB027651
GREECE,ADB02774,GREECE,Purchase Order,144955,O,IBERICA,3,7,23-01-2025,26-02-2025,115,2,1,7,ADB027741
GREECE,ADB02774,GREECE,Purchase Order,144877 BO,O,ANL,25,108,18-11-2024,14-03-2025,115,2,2,108,ADB027742
GREECE,ADB02775,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,33,1,08-01-2025,12-02-2025,8,3,1,3,ADB027751
GREECE,ADB02775,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,2,2,15-01-2025,12-02-2025,8,3,2,3,ADB027752
GREECE,ADB02775,GREECE,Purchase Order,CEO20493-144953,O,CAP,20,5,23-01-2025,21-02-2025,8,3,3,5,ADB027753
GREECE,ADB02776,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,34,1,08-01-2025,12-02-2025,2,2,1,1,ADB027761
GREECE,ADB02776,GREECE,Purchase Order,CEO20493-144953,O,CAP,21,1,23-01-2025,21-02-2025,2,2,2,1,ADB027762
GREECE,ADB02787,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,35,2,08-01-2025,12-02-2025,2,1,1,2,ADB027871
GREECE,ADB02845,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,36,1,08-01-2025,12-02-2025,1,1,1,1,ADB028451
GREECE,ADB0297,GREECE,Purchase Order,144759 BO,O,ANL,57,63,12-08-2024,17-02-2025,99,2,1,63,ADB02971
GREECE,ADB0297,GREECE,Purchase Order,144877 BO,O,ANL,144,36,18-11-2024,14-03-2025,99,2,2,36,ADB02972
GREECE,ADB0328,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,37,2,08-01-2025,12-02-2025,2,1,1,2,ADB03281
GREECE,ADB03302,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,38,1,08-01-2025,12-02-2025,1,1,1,1,ADB033021
GREECE,ADB03525,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,39,1,08-01-2025,12-02-2025,1,1,1,1,ADB035251
GREECE,ADB03529,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,40,4,08-01-2025,12-02-2025,6,2,1,4,ADB035291
GREECE,ADB03529,GREECE,Purchase Order,CEO20493-144953,O,CAP,22,2,23-01-2025,21-02-2025,6,2,2,2,ADB035292
GREECE,ADB03697,GREECE,Purchase Order,CEO20493-144953,O,CAP,23,3,23-01-2025,21-02-2025,3,1,1,3,ADB036971
GREECE,ADB03969,GREECE,Purchase Order,CEO20493-144953,O,CAP,24,7,23-01-2025,21-02-2025,7,1,1,7,ADB039691
GREECE,ADB0415,GREECE,Purchase Order,144877,O,ANL,22,9,18-11-2024,17-02-2025,135,2,1,9,ADB04151
GREECE,ADB0415,GREECE,Purchase Order,144877 BO,O,ANL,16,126,18-11-2024,14-03-2025,135,2,2,126,ADB04152
GREECE,ADB0440,GREECE,Purchase Order,144759 BO,O,ANL,27,36,12-08-2024,17-02-2025,36,1,1,36,ADB04401
GREECE,ADB0459,GREECE,Purchase Order,144877,O,ANL,8,36,18-11-2024,17-02-2025,36,1,1,36,ADB04591
GREECE,ADB0478,GREECE,Purchase Order,144877 BO,O,ANL,140,36,18-11-2024,14-03-2025,36,1,1,36,ADB04781
GREECE,ADB0480,GREECE,Purchase Order,144877,O,ANL,9,18,18-11-2024,17-02-2025,36,2,1,18,ADB04801
GREECE,ADB0480,GREECE,Purchase Order,144877 BO,O,ANL,143,18,18-11-2024,14-03-2025,36,2,2,18,ADB04802
GREECE,ADB0486,GREECE,Purchase Order,CSO495536_REPLEN,O,CAP,2,9,29-01-2025,07-02-2025,106,5,1,9,ADB04861
GREECE,ADB0486,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,41,7,08-01-2025,12-02-2025,106,5,2,7,ADB04862
GREECE,ADB0486,GREECE,Purchase Order,144759 BO,O,ANL,67,9,12-08-2024,17-02-2025,106,5,3,9,ADB04863
GREECE,ADB0486,GREECE,Purchase Order,144759 BOII,O,ANL,6,36,12-08-2024,14-03-2025,106,5,4,81,ADB04864
GREECE,ADB0486,GREECE,Purchase Order,144877 BO,O,ANL,81,45,18-11-2024,14-03-2025,106,5,5,81,ADB04865
GREECE,ADB0490,GREECE,Purchase Order,144908,O,ZAACO,62,55,09-12-2024,26-03-2025,55,1,1,55,ADB04901
GREECE,ADB0503,GREECE,Purchase Order,144759 BO,O,ANL,34,36,12-08-2024,17-02-2025,36,1,1,36,ADB05031
GREECE,ADB0508,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,3,2,15-01-2025,12-02-2025,65,2,1,2,ADB05081
GREECE,ADB0508,GREECE,Purchase Order,144818 BOII,O,ZAACO,3,63,03-10-2024,25-02-2025,65,2,2,63,ADB05082
GREECE,ADB0509,GREECE,Purchase Order,CEO20493-144953,O,CAP,25,6,23-01-2025,21-02-2025,6,1,1,6,ADB05091
GREECE,ADB0522,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,42,1,08-01-2025,12-02-2025,64,2,1,1,ADB05221
GREECE,ADB0522,GREECE,Purchase Order,144818 BOII,O,ZAACO,5,63,03-10-2024,25-02-2025,64,2,2,63,ADB05222
GREECE,ADB0558,GREECE,Purchase Order,144975,O,ANL,78,36,06-02-2025,30-05-2025,36,1,1,36,ADB05581
GREECE,ADB0559,GREECE,Purchase Order,144877,O,ANL,13,36,18-11-2024,17-02-2025,36,1,1,36,ADB05591
GREECE,ADB06001,GREECE,Purchase Order,144955,O,IBERICA,32,3,23-01-2025,26-02-2025,3,1,1,3,ADB060011
GREECE,ADB06014,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,43,9,08-01-2025,12-02-2025,19,2,1,9,ADB060141
GREECE,ADB06014,GREECE,Purchase Order,CEO20493-144953,O,CAP,26,10,23-01-2025,21-02-2025,19,2,2,10,ADB060142
GREECE,ADB06017,GREECE,Purchase Order,144949,O,IBERICA,16,1,21-01-2025,26-02-2025,1,1,1,1,ADB060171
GREECE,ADB06025,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,44,1,08-01-2025,12-02-2025,1,1,1,1,ADB060251
GREECE,ADB06027,GREECE,Purchase Order,CEO20447-144941,O,CAP,14,11,13-01-2025,12-02-2025,11,1,1,11,ADB060271
GREECE,ADB06036,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,45,1,08-01-2025,12-02-2025,2,2,1,1,ADB060361
GREECE,ADB06036,GREECE,Purchase Order,144719 BOIII,O,IBERICA,1,1,11-07-2024,26-02-2025,2,2,2,1,ADB060362
GREECE,ADB06048,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,46,1,08-01-2025,12-02-2025,1,1,1,1,ADB060481
GREECE,ADB06060,GREECE,Purchase Order,CSO490470_REPLEN,O,CAP,3,1,16-01-2025,12-02-2025,1,1,1,1,ADB060601
GREECE,ADB06069,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,47,3,08-01-2025,12-02-2025,3,1,1,3,ADB060691
GREECE,ADB06072,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,3,6,23-01-2025,12-02-2025,13,2,1,6,ADB060721
GREECE,ADB06072,GREECE,Purchase Order,144955,O,IBERICA,33,7,23-01-2025,26-02-2025,13,2,2,7,ADB060722
GREECE,ADB06124,GREECE,Purchase Order,CEO20493-144953,O,CAP,27,5,23-01-2025,21-02-2025,5,1,1,5,ADB061241
GREECE,ADB0704,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,48,1,08-01-2025,12-02-2025,3,2,1,1,ADB07041
GREECE,ADB0704,GREECE,Purchase Order,144955,O,IBERICA,34,2,23-01-2025,26-02-2025,3,2,2,2,ADB07042
GREECE,ADB0705,GREECE,Purchase Order,144934,O,ZAACO,149,54,06-01-2025,06-05-2025,54,1,1,54,ADB07051
GREECE,ADB0729,GREECE,Purchase Order,CEO20495-144954b,O,CAP,20,8,23-01-2025,21-02-2025,48,2,1,8,ADB07291
GREECE,ADB0729,GREECE,Purchase Order,144877 BO,O,ANL,93,40,18-11-2024,14-03-2025,48,2,2,40,ADB07292
GREECE,ADB0730,GREECE,Purchase Order,CEO20481-144948,O,CAP,3,18,21-01-2025,12-02-2025,18,1,1,18,ADB07301
GREECE,ADB0740,GREECE,Purchase Order,144934,O,ZAACO,147,54,06-01-2025,06-05-2025,54,1,1,54,ADB07401
GREECE,ADB0748,GREECE,Purchase Order,CEO20495-144954b,O,CAP,21,4,23-01-2025,21-02-2025,40,2,1,4,ADB07481
GREECE,ADB0748,GREECE,Purchase Order,144759 BOII,O,ANL,11,36,12-08-2024,14-03-2025,40,2,2,36,ADB07482
GREECE,ADB0797,GREECE,Purchase Order,144872,O,ZAACO,3,324,24-10-2024,26-03-2025,648,2,1,324,ADB07971
GREECE,ADB0797,GREECE,Purchase Order,144934,O,ZAACO,4,324,06-01-2025,06-05-2025,648,2,2,324,ADB07972
GREECE,ADB0854,GREECE,Purchase Order,CEO20495-144954b,O,CAP,22,8,23-01-2025,21-02-2025,8,1,1,8,ADB08541
GREECE,ADB0874,GREECE,Purchase Order,144871 BO,O,ZAACO,15,54,24-10-2024,25-02-2025,117,2,1,54,ADB08741
GREECE,ADB0874,GREECE,Purchase Order,144934,O,ZAACO,71,63,06-01-2025,06-05-2025,117,2,2,63,ADB08742
GREECE,ADB0878,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,49,4,08-01-2025,12-02-2025,58,2,1,4,ADB08781
GREECE,ADB0878,GREECE,Purchase Order,144871 BO,O,ZAACO,16,54,24-10-2024,25-02-2025,58,2,2,54,ADB08782
GREECE,ADB0889,GREECE,Purchase Order,CEO20493-144953,O,CAP,28,15,23-01-2025,21-02-2025,51,2,1,15,ADB08891
GREECE,ADB0889,GREECE,Purchase Order,144975,O,ANL,56,36,06-02-2025,30-05-2025,51,2,2,36,ADB08892
GREECE,ADB0891,GREECE,Purchase Order,144908,O,ZAACO,75,54,09-12-2024,26-03-2025,54,1,1,54,ADB08911
GREECE,ADB0899,GREECE,Purchase Order,CEO20447-144941,O,CAP,23,6,13-01-2025,12-02-2025,6,1,1,6,ADB08991
GREECE,ADB0905,GREECE,Purchase Order,144877,O,ANL,2,9,18-11-2024,17-02-2025,39,3,1,9,ADB09051
GREECE,ADB0905,GREECE,Purchase Order,CEO20495-144954b,O,CAP,23,3,23-01-2025,21-02-2025,39,3,2,3,ADB09052
GREECE,ADB0905,GREECE,Purchase Order,144877 BO,O,ANL,129,27,18-11-2024,14-03-2025,39,3,3,27,ADB09053
GREECE,ADB0915,GREECE,Purchase Order,144949,O,IBERICA,17,8,21-01-2025,26-02-2025,8,1,1,8,ADB09151
GREECE,ADB0928,GREECE,Purchase Order,144792 BO,O,ANL,23,27,06-09-2024,26-02-2025,27,1,1,27,ADB09281
GREECE,ADB0931,GREECE,Purchase Order,144915,O,ANL,8,36,16-12-2024,15-04-2025,36,1,1,36,ADB09311
GREECE,ADB0944,GREECE,Purchase Order,CEO20495-144954b,O,CAP,24,4,23-01-2025,21-02-2025,40,2,1,4,ADB09441
GREECE,ADB0944,GREECE,Purchase Order,144877 BO,O,ANL,128,36,18-11-2024,14-03-2025,40,2,2,36,ADB09442
GREECE,ADB0946,GREECE,Purchase Order,144908,O,ZAACO,97,54,09-12-2024,26-03-2025,54,1,1,54,ADB09461
GREECE,ADB0984,GREECE,Purchase Order,144908,O,ZAACO,28,81,09-12-2024,26-03-2025,81,1,1,81,ADB09841
GREECE,ADB0989,GREECE,Purchase Order,144759 BO,O,ANL,7,36,12-08-2024,17-02-2025,72,2,1,36,ADB09891
GREECE,ADB0989,GREECE,Purchase Order,144975,O,ANL,28,36,06-02-2025,30-05-2025,72,2,2,36,ADB09892
GREECE,ADB11022,GREECE,Purchase Order,CEO20493-144953,O,CAP,29,1,23-01-2025,21-02-2025,1,1,1,1,ADB110221
GREECE,ADB11111,GREECE,Purchase Order,CEO20493-144953,O,CAP,30,8,23-01-2025,21-02-2025,48,2,1,8,ADB111111
GREECE,ADB11111,GREECE,Purchase Order,144975,O,ANL,21,40,06-02-2025,30-05-2025,48,2,2,40,ADB111112
GREECE,ADB11222,GREECE,Purchase Order,144972,O,IBERICA,56,1,31-01-2025,26-02-2025,1,1,1,1,ADB112221
GREECE,ADB11224,GREECE,Purchase Order,144908,O,ZAACO,12,120,09-12-2024,26-03-2025,240,2,1,120,ADB112241
GREECE,ADB11224,GREECE,Purchase Order,144934,O,ZAACO,27,120,06-01-2025,06-05-2025,240,2,2,120,ADB112242
GREECE,ADB11250,GREECE,Purchase Order,144792 BO,O,ANL,26,9,06-09-2024,26-02-2025,9,1,1,9,ADB112501
GREECE,ADB11312,GREECE,Purchase Order,144949,O,IBERICA,18,1,21-01-2025,26-02-2025,1,1,1,1,ADB113121
GREECE,ADB11313,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,50,2,08-01-2025,12-02-2025,2,1,1,2,ADB113131
GREECE,ADB11591,GREECE,Purchase Order,CEO20493-144953,O,CAP,31,4,23-01-2025,21-02-2025,40,2,1,4,ADB115911
GREECE,ADB11591,GREECE,Purchase Order,144975,O,ANL,72,36,06-02-2025,30-05-2025,40,2,2,36,ADB115912
GREECE,ADB11600,GREECE,Purchase Order,CEO20493-144953,O,CAP,32,2,23-01-2025,21-02-2025,2,1,1,2,ADB116001
GREECE,ADB11604,GREECE,Purchase Order,144871 BO,O,ZAACO,17,54,24-10-2024,25-02-2025,108,2,1,54,ADB116041
GREECE,ADB11604,GREECE,Purchase Order,144934,O,ZAACO,126,54,06-01-2025,06-05-2025,108,2,2,54,ADB116042
GREECE,ADB11623,GREECE,Purchase Order,144759 BO,O,ANL,12,30,12-08-2024,17-02-2025,30,1,1,30,ADB116231
GREECE,ADB11702,GREECE,Purchase Order,CEO20495-144954b,O,CAP,25,4,23-01-2025,21-02-2025,77,3,1,4,ADB117021
GREECE,ADB11702,GREECE,Purchase Order,144871 BO,O,ZAACO,18,63,24-10-2024,25-02-2025,77,3,2,63,ADB117022
GREECE,ADB11702,GREECE,Purchase Order,144955,O,IBERICA,4,10,23-01-2025,26-02-2025,77,3,3,10,ADB117023
GREECE,ADB11721,GREECE,Purchase Order,144972,O,IBERICA,1,1,31-01-2025,26-02-2025,1,1,1,1,ADB117211
GREECE,ADB1174,GREECE,Purchase Order,144975,O,ANL,77,36,06-02-2025,30-05-2025,36,1,1,36,ADB11741
GREECE,ADB11752,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,51,1,08-01-2025,12-02-2025,1,1,1,1,ADB117521
GREECE,ADB11785,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,52,3,08-01-2025,12-02-2025,3,1,1,3,ADB117851
GREECE,ADB12032,GREECE,Purchase Order,144908,O,ZAACO,63,55,09-12-2024,26-03-2025,55,1,1,55,ADB120321
GREECE,ADB12044,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,53,3,08-01-2025,12-02-2025,57,2,1,3,ADB120441
GREECE,ADB12044,GREECE,Purchase Order,144908,O,ZAACO,121,54,09-12-2024,26-03-2025,57,2,2,54,ADB120442
GREECE,ADB12047,GREECE,Purchase Order,CEO20447-144941,O,CAP,9,18,13-01-2025,12-02-2025,81,2,1,18,ADB120471
GREECE,ADB12047,GREECE,Purchase Order,144871 BO,O,ZAACO,19,63,24-10-2024,25-02-2025,81,2,2,63,ADB120472
GREECE,ADB12102,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,54,1,08-01-2025,12-02-2025,1,1,1,1,ADB121021
GREECE,ADB12105,GREECE,Purchase Order,144871 BO,O,ZAACO,20,54,24-10-2024,25-02-2025,108,2,1,54,ADB121051
GREECE,ADB12105,GREECE,Purchase Order,144934,O,ZAACO,124,54,06-01-2025,06-05-2025,108,2,2,54,ADB121052
GREECE,ADB12106,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,55,5,08-01-2025,12-02-2025,59,2,1,5,ADB121061
GREECE,ADB12106,GREECE,Purchase Order,144871 BO,O,ZAACO,21,54,24-10-2024,25-02-2025,59,2,2,54,ADB121062
GREECE,ADB12108,GREECE,Purchase Order,144949,O,IBERICA,19,1,21-01-2025,26-02-2025,1,1,1,1,ADB121081
GREECE,ADB12140,GREECE,Purchase Order,144871 BO,O,ZAACO,22,54,24-10-2024,25-02-2025,54,1,1,54,ADB121401
GREECE,ADB12158,GREECE,Purchase Order,144871 BO,O,ZAACO,23,75,24-10-2024,25-02-2025,195,2,1,75,ADB121581
GREECE,ADB12158,GREECE,Purchase Order,144934,O,ZAACO,28,120,06-01-2025,06-05-2025,195,2,2,120,ADB121582
GREECE,ADB12224,GREECE,Purchase Order,144934,O,ZAACO,138,54,06-01-2025,06-05-2025,54,1,1,54,ADB122241
GREECE,ADB12227,GREECE,Purchase Order,144908,O,ZAACO,84,54,09-12-2024,26-03-2025,54,1,1,54,ADB122271
GREECE,ADB12247,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,56,3,08-01-2025,12-02-2025,3,1,1,3,ADB122471
GREECE,ADB1231,GREECE,Purchase Order,144972,O,IBERICA,2,2,31-01-2025,26-02-2025,2,1,1,2,ADB12311
GREECE,ADB12352,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,57,7,08-01-2025,12-02-2025,12,2,1,7,ADB123521
GREECE,ADB12352,GREECE,Purchase Order,CEO20495-144954b,O,CAP,26,5,23-01-2025,21-02-2025,12,2,2,5,ADB123522
GREECE,ADB1431,GREECE,Purchase Order,144871 BO,O,ZAACO,24,54,24-10-2024,25-02-2025,108,2,1,54,ADB14311
GREECE,ADB1431,GREECE,Purchase Order,144934,O,ZAACO,120,54,06-01-2025,06-05-2025,108,2,2,54,ADB14312
GREECE,ADB1479,GREECE,Purchase Order,144877 BO,O,ANL,134,36,18-11-2024,14-03-2025,36,1,1,36,ADB14791
GREECE,ADB16032,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,58,2,08-01-2025,12-02-2025,2,1,1,2,ADB160321
GREECE,ADB1736,GREECE,Purchase Order,144877,O,ANL,7,9,18-11-2024,17-02-2025,36,2,1,9,ADB17361
GREECE,ADB1736,GREECE,Purchase Order,144877 BO,O,ANL,141,27,18-11-2024,14-03-2025,36,2,2,27,ADB17362
GREECE,ADB1797,GREECE,Purchase Order,144955,O,IBERICA,5,6,23-01-2025,26-02-2025,42,2,1,6,ADB17971
GREECE,ADB1797,GREECE,Purchase Order,144975,O,ANL,68,36,06-02-2025,30-05-2025,42,2,2,36,ADB17972
GREECE,ADB1851,GREECE,Purchase Order,144934,O,ZAACO,6,270,06-01-2025,06-05-2025,270,1,1,270,ADB18511
GREECE,ADB1852,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,59,3,08-01-2025,12-02-2025,3,1,1,3,ADB18521
GREECE,ADB21120,GREECE,Purchase Order,144949,O,IBERICA,20,1,21-01-2025,26-02-2025,1,1,1,1,ADB211201
GREECE,ADB21511,GREECE,Purchase Order,144908,O,ZAACO,118,54,09-12-2024,26-03-2025,54,1,1,54,ADB215111
GREECE,ADB21512,GREECE,Purchase Order,144908,O,ZAACO,101,54,09-12-2024,26-03-2025,54,1,1,54,ADB215121
GREECE,ADB21554,GREECE,Purchase Order,144908,O,ZAACO,27,90,09-12-2024,26-03-2025,144,2,1,90,ADB215541
GREECE,ADB21554,GREECE,Purchase Order,144934,O,ZAACO,113,54,06-01-2025,06-05-2025,144,2,2,54,ADB215542
GREECE,ADB21555,GREECE,Purchase Order,144908,O,ZAACO,61,55,09-12-2024,26-03-2025,110,2,1,55,ADB215551
GREECE,ADB21555,GREECE,Purchase Order,144934,O,ZAACO,95,55,06-01-2025,06-05-2025,110,2,2,55,ADB215552
GREECE,ADB21556,GREECE,Purchase Order,144871 BO,O,ZAACO,25,63,24-10-2024,25-02-2025,63,1,1,63,ADB215561
GREECE,ADB21789,GREECE,Purchase Order,144934,O,ZAACO,97,55,06-01-2025,06-05-2025,55,1,1,55,ADB217891
GREECE,ADB22002,GREECE,Purchase Order,144975,O,ANL,60,36,06-02-2025,30-05-2025,36,1,1,36,ADB220021
GREECE,ADB22121,GREECE,Purchase Order,144844 BO,O,IBERICA,3,5,21-10-2024,26-02-2025,45,3,1,9,ADB221211
GREECE,ADB22121,GREECE,Purchase Order,144800 BO,O,IBERICA,3,4,17-09-2024,26-02-2025,45,3,2,9,ADB221212
GREECE,ADB22121,GREECE,Purchase Order,144975,O,ANL,87,36,06-02-2025,30-05-2025,45,3,3,36,ADB221213
GREECE,ADB22142,GREECE,Purchase Order,144871 BO,O,ZAACO,26,80,24-10-2024,25-02-2025,135,2,1,80,ADB221421
GREECE,ADB22142,GREECE,Purchase Order,144908,O,ZAACO,57,55,09-12-2024,26-03-2025,135,2,2,55,ADB221422
GREECE,ADB22214,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,60,51,08-01-2025,12-02-2025,711,3,1,51,ADB222141
GREECE,ADB22214,GREECE,Purchase Order,144908,O,ZAACO,1,480,09-12-2024,26-03-2025,711,3,2,480,ADB222142
GREECE,ADB22214,GREECE,Purchase Order,144934,O,ZAACO,12,180,06-01-2025,06-05-2025,711,3,3,180,ADB222143
GREECE,ADB22383,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,61,5,08-01-2025,12-02-2025,41,2,1,5,ADB223831
GREECE,ADB22383,GREECE,Purchase Order,144975,O,ANL,41,36,06-02-2025,30-05-2025,41,2,2,36,ADB223832
GREECE,ADB2258,GREECE,Purchase Order,144759 BO,O,ANL,29,36,12-08-2024,17-02-2025,41,2,1,36,ADB22581
GREECE,ADB2258,GREECE,Purchase Order,144955,O,IBERICA,6,5,23-01-2025,26-02-2025,41,2,2,5,ADB22582
GREECE,ADB22867,GREECE,Purchase Order,CEO20495-144954b,O,CAP,27,4,23-01-2025,21-02-2025,4,1,1,4,ADB228671
GREECE,ADB2416,GREECE,Purchase Order,CEO20495-144954b,O,CAP,28,6,23-01-2025,21-02-2025,6,1,1,6,ADB24161
GREECE,ADB2485,GREECE,Purchase Order,144759 BO,O,ANL,108,36,12-08-2024,17-02-2025,36,1,1,36,ADB24851
GREECE,ADB2509,GREECE,Purchase Order,144759 BO,O,ANL,50,81,12-08-2024,17-02-2025,216,3,1,90,ADB25091
GREECE,ADB2509,GREECE,Purchase Order,144877,O,ANL,21,9,18-11-2024,17-02-2025,216,3,2,90,ADB25092
GREECE,ADB2509,GREECE,Purchase Order,144877 BO,O,ANL,15,126,18-11-2024,14-03-2025,216,3,3,126,ADB25093
GREECE,ADB2714,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,62,1,08-01-2025,12-02-2025,1,1,1,1,ADB27141
GREECE,ADB31019,GREECE,Purchase Order,144759 BO,O,ANL,102,36,12-08-2024,17-02-2025,77,3,1,36,ADB310191
GREECE,ADB31019,GREECE,Purchase Order,CEO20495-144954b,O,CAP,29,5,23-01-2025,21-02-2025,77,3,2,5,ADB310192
GREECE,ADB31019,GREECE,Purchase Order,144915,O,ANL,17,36,16-12-2024,15-04-2025,77,3,3,36,ADB310193
GREECE,ADB31038,GREECE,Purchase Order,144871 BO,O,ZAACO,27,63,24-10-2024,25-02-2025,63,1,1,63,ADB310381
GREECE,ADB31107,GREECE,Purchase Order,144908,O,ZAACO,113,54,09-12-2024,26-03-2025,54,1,1,54,ADB311071
GREECE,ADB31108,GREECE,Purchase Order,CEO20447-144941,O,CAP,3,36,13-01-2025,12-02-2025,60,2,1,36,ADB311081
